transaction_id,account_id,merchant_id,transaction_timestamp,transaction_type,amount,payment_channel,status,currency
T001273,A00076,M0020,2025-02-10 03:48:18,Purchase,376.98,UPI,Success,INR
T001274,A00158,M0079,2025-07-21 20:04:25,Purchase,3719.31,NetBanking,Success,INR
T001275,A00020,M0056,2025-01-24 11:02:09,Purchase,195.39,UPI,Success,INR
T001276,A00421,M0053,2024-12-07 03:06:11,Transfer,3306.53,NetBanking,Success,INR
T001277,A00131,M0068,2025-09-05 22:04:43,Purchase,2247.35,Card,Failed,INR
T001278,A00329,M0054,2025-05-07 16:51:24,Withdrawal,738.33,UPI,Success,INR
T001279,A00122,M0034,2024-07-10 15:19:25,Purchase,558.26,UPI,Success,INR
T001280,A00041,M0028,2025-05-13 13:52:28,Withdrawal,3324.03,UPI,Success,INR
T001281,A00167,M0050,2025-12-12 09:38:45,Purchase,5538.81,Card,Success,INR
T001282,A00410,M0002,2024-08-20 05:24:10,Withdrawal,631.29,UPI,Success,INR
T001283,A00130,M0094,2024-08-14 03:41:40,Purchase,1848.99,Card,Success,INR
T001284,A00023,M0026,2025-01-05 23:30:00,Transfer,2647.97,Card,Success,INR
T001285,A00279,M0051,2024-05-18 01:14:01,Purchase,1886.81,NetBanking,Success,INR
T001286,A00251,M0047,2024-05-28 05:22:12,Transfer,1151.57,UPI,Success,INR
T001287,A00400,M0026,2024-04-24 05:35:15,Purchase,772.13,Card,Success,INR
T001288,A00009,M0084,2025-03-25 11:39:57,Transfer,1408.4,UPI,Success,INR
T001289,A00013,M0092,2024-03-03 23:55:51,Purchase,167.81,UPI,Success,INR
T001290,A00412,M0084,2024-04-13 03:46:55,Purchase,3665.32,UPI,Success,INR
T001291,A00411,M0075,2025-10-29 04:05:32,Purchase,236.02,NetBanking,Success,INR
T001292,A00307,M0074,2024-09-29 07:02:47,Purchase,515.62,ATM,Success,INR
T001293,A00320,M0061,2024-01-06 11:52:18,Transfer,809.49,UPI,Pending,INR
T001294,A00052,M0023,2024-05-26 00:16:21,Refund,446.39,Card,Success,INR
T001295,A00209,M0037,2024-07-02 17:28:01,Purchase,397.25,UPI,Success,INR
T001296,A00038,M0041,2024-01-28 16:16:49,Transfer,3899.21,Card,Success,INR
T001297,A00100,M0052,2025-07-03 22:41:06,Transfer,5523.26,UPI,Success,INR
T001298,A00193,M0083,2024-04-28 23:25:51,Transfer,4418.98,Card,Success,INR
T001299,A00402,M0082,2024-10-19 02:22:46,Purchase,2326.14,Card,Success,INR
T001300,A00191,M0049,2025-01-05 19:58:05,Purchase,10077.87,Card,Success,INR
T001301,A00051,M0027,2024-08-31 02:58:48,Bill_Payment,862.93,UPI,Success,INR
T001302,A00393,M0006,2025-08-02 23:18:31,Purchase,791.52,Card,Success,INR
T001303,A00141,M0074,2025-12-26 10:03:34,Transfer,1107.81,UPI,Success,INR
T001304,A00168,M0066,2024-08-05 16:05:35,Transfer,3968.47,UPI,Failed,INR
T001305,A00311,M0024,2024-06-25 12:39:48,Purchase,1858.31,UPI,Success,INR
T001306,A00109,M0038,2024-10-25 05:15:53,Purchase,5191.23,Wallet,Success,INR
T001307,A00207,M0028,2025-11-06 19:00:08,Transfer,1163.03,Wallet,Success,INR
T001308,A00427,M0028,2024-02-27 20:48:24,Purchase,284.66,UPI,Success,INR
T001309,A00300,M0066,2024-09-25 09:28:23,Purchase,598.29,Card,Success,INR
T001310,A00110,M0061,2024-11-03 19:42:29,Purchase,2757.99,Card,Success,INR
T001311,A00196,M0046,2025-07-23 13:41:04,Refund,702.64,Wallet,Failed,INR
T001312,A00417,M0069,2024-10-14 05:35:56,Purchase,1194.91,Wallet,Success,INR
T001313,A00152,M0075,2024-04-14 03:43:43,Transfer,1369.34,Card,Success,INR
T001314,A00420,M0074,2024-08-15 10:34:22,Purchase,5582.35,UPI,Success,INR
T001315,A00243,M0043,2024-09-03 11:53:25,Purchase,2419.96,Card,Failed,INR
T001316,A00128,M0059,2025-11-30 00:33:07,Bill_Payment,2028.33,NetBanking,Success,INR
T001317,A00105,M0002,2025-05-08 17:29:39,Withdrawal,1264.18,ATM,Success,INR
T001318,A00010,M0015,2024-03-23 10:26:37,Purchase,519.13,UPI,Failed,INR
T001319,A00356,M0037,2024-07-04 23:18:25,Transfer,1364.22,NetBanking,Success,INR
T001320,A00148,M0071,2024-09-08 07:44:28,Purchase,7771.05,Card,Success,INR
T001321,A00365,M0020,2024-12-20 21:22:50,Withdrawal,1740.47,UPI,Success,INR
T001322,A00364,M0098,2025-11-26 17:43:25,Purchase,667.62,Card,Success,INR
T001323,A00140,M0035,2024-07-28 22:14:44,Withdrawal,752.39,UPI,Success,INR
T001324,A00190,M0034,2025-08-31 04:37:16,Transfer,3931.48,Card,Success,INR
T001325,A00402,M0086,2025-03-22 15:57:47,Purchase,679.09,Card,Success,INR
T001326,A00094,M0031,2025-04-04 04:43:27,Bill_Payment,915.32,ATM,Success,INR
T001327,A00229,M0087,2025-04-16 21:21:04,Refund,392.38,Wallet,Success,INR
T001328,A00063,M0019,2025-12-20 00:56:29,Purchase,853.93,UPI,Success,INR
T001329,A00340,M0068,2025-01-04 02:37:38,Bill_Payment,1678.58,UPI,Success,INR
T001330,A00025,M0024,2025-05-06 19:01:21,Withdrawal,839.78,NetBanking,Success,INR
T001331,A00268,M0084,2024-05-16 20:48:08,Withdrawal,1121.22,Card,Success,INR
T001332,A00405,M0039,2025-01-01 21:07:02,Refund,388.53,NetBanking,Failed,INR
T001333,A00281,M0092,2024-07-02 11:30:00,Transfer,664.25,UPI,Success,INR
T001334,A00011,M0054,2025-08-10 18:47:08,Transfer,7472.32,NetBanking,Success,INR
T001335,A00320,M0039,2024-10-13 14:24:17,Bill_Payment,972.07,UPI,Success,INR
T001336,A00201,M0017,2025-04-16 17:52:47,Purchase,1520.25,UPI,Success,INR
T001337,A00126,M0019,2025-01-09 10:08:47,Transfer,532.79,UPI,Success,INR
T001338,A00306,M0048,2025-10-15 19:37:28,Purchase,1148.89,Wallet,Success,INR
T001339,A00190,M0035,2025-06-20 04:42:17,Withdrawal,859.57,Card,Success,INR
T001340,A00089,M0032,2025-05-25 10:27:52,Transfer,2952.06,ATM,Success,INR
T001341,A00355,M0047,2025-08-01 00:18:32,Purchase,2828.54,NetBanking,Success,INR
T001342,A00116,M0047,2024-09-06 09:52:25,Purchase,3110.66,UPI,Success,INR
T001343,A00352,M0064,2025-05-24 13:25:55,Purchase,1178.82,Card,Success,INR
T001344,A00177,M0046,2025-09-21 20:59:21,Purchase,6876.49,UPI,Success,INR
T001345,A00014,M0035,2024-03-13 09:28:02,Transfer,2260.65,Card,Success,INR
T001346,A00257,M0094,2024-10-08 16:48:02,Purchase,302.9,UPI,Success,INR
T001347,A00209,M0017,2024-12-25 21:58:18,Withdrawal,4395.04,Card,Success,INR
T001348,A00281,M0042,2024-01-10 03:08:24,Transfer,1090.97,Card,Success,INR
T001349,A00443,M0029,2024-07-29 15:43:45,Bill_Payment,3055.25,UPI,Failed,INR
T001350,A00328,M0070,2024-05-31 20:09:11,Purchase,425.16,UPI,Success,INR
T001351,A00325,M0017,2024-01-05 12:28:05,Refund,1028.55,UPI,Success,INR
T001352,A00389,M0081,2024-07-13 19:47:26,Purchase,2153.74,ATM,Success,INR
T001353,A00105,M0014,2024-10-09 03:29:48,Transfer,1365.91,UPI,Success,INR
T001354,A00147,M0024,2025-04-08 05:49:27,Transfer,958.65,NetBanking,Failed,INR
T001355,A00279,M0057,2024-04-22 06:44:16,Purchase,120.0,UPI,Success,INR
T001356,A00009,M0050,2024-09-27 16:12:28,Purchase,563.48,UPI,Success,INR
T001357,A00118,M0057,2024-06-11 06:57:32,Purchase,455.1,Card,Success,INR
T001358,A00094,M0061,2025-04-04 22:29:32,Withdrawal,205.36,NetBanking,Success,INR
T001359,A00434,M0039,2024-04-14 16:14:39,Purchase,579.13,Card,Success,INR
T001360,A00144,M0055,2025-11-23 22:25:32,Refund,5842.09,Card,Success,INR
T001361,A00289,M0096,2025-07-09 16:43:20,Purchase,3108.38,NetBanking,Success,INR
T001362,A00386,M0036,2024-10-08 23:13:45,Refund,517.15,UPI,Pending,INR
T001363,A00014,M0037,2025-11-17 23:05:40,Purchase,645.81,UPI,Success,INR
T001364,A00257,M0014,2024-06-10 00:41:46,Purchase,647.01,UPI,Success,INR
T001365,A00346,M0027,2024-12-16 05:45:09,Purchase,2165.59,UPI,Success,INR
T001366,A00186,M0083,2025-03-09 16:15:35,Bill_Payment,1578.92,ATM,Success,INR
T001367,A00345,M0031,2024-05-19 12:27:20,Transfer,577.72,Card,Success,INR
T001368,A00400,M0073,2025-04-15 16:49:47,Purchase,640.99,UPI,Success,INR
T001369,A00207,M0081,2024-05-11 16:28:41,Purchase,2902.01,Wallet,Success,INR
T001370,A00346,M0083,2024-03-27 12:00:02,Purchase,4324.04,Wallet,Failed,INR
T001371,A00431,M0044,2025-11-18 15:43:08,Transfer,489.34,UPI,Success,INR
T001372,A00172,M0068,2024-07-01 00:51:30,Purchase,987.01,Wallet,Success,INR
T001373,A00270,M0048,2025-01-02 16:27:11,Withdrawal,1230.99,UPI,Success,INR
T001374,A00221,M0057,2024-05-08 05:59:12,Transfer,925.09,Wallet,Success,INR
T001375,A00152,M0075,2024-09-02 22:17:07,Bill_Payment,3032.79,UPI,Success,INR
T001376,A00111,M0022,2025-08-23 09:22:21,Transfer,956.18,Card,Success,INR
T001377,A00183,M0004,2025-07-31 06:01:01,Purchase,6107.79,UPI,Success,INR
T001378,A00399,M0081,2025-10-31 11:23:45,Refund,3232.08,ATM,Success,INR
T001379,A00339,M0072,2025-01-12 01:41:32,Purchase,591.26,UPI,Success,INR
T001380,A00072,M0046,2024-05-28 09:54:34,Purchase,1164.62,UPI,Success,INR
T001381,A00418,M0059,2025-03-08 00:09:30,Bill_Payment,455.36,Card,Success,INR
T001382,A00386,M0034,2025-09-19 03:21:24,Purchase,770.97,Card,Success,INR
T001383,A00283,M0011,2025-12-26 18:17:23,Purchase,2400.94,NetBanking,Success,INR
T001384,A00074,M0031,2025-04-13 16:52:32,Purchase,1368.09,NetBanking,Success,INR
T001385,A00355,M0011,2025-03-21 19:14:38,Purchase,7341.3,NetBanking,Failed,INR
T001386,A00215,M0056,2025-04-25 00:12:45,Purchase,365.13,UPI,Pending,INR
T001387,A00328,M0038,2024-10-20 06:43:18,Purchase,1064.57,UPI,Success,INR
T001388,A00023,M0021,2024-05-22 17:00:01,Purchase,695.62,UPI,Success,INR
T001389,A00068,M0094,2024-09-06 20:21:11,Bill_Payment,825.09,ATM,Success,INR
T001390,A00398,M0010,2024-10-28 22:42:18,Transfer,1138.78,UPI,Success,INR
T001391,A00447,M0026,2024-01-25 13:06:39,Transfer,596.31,UPI,Success,INR
T001392,A00373,M0091,2024-03-10 03:09:37,Transfer,2597.01,Card,Pending,INR
T001393,A00362,M0008,2025-09-16 22:10:33,Bill_Payment,5304.29,UPI,Success,INR
T001394,A00093,M0008,2024-04-21 02:13:56,Bill_Payment,134.03,UPI,Success,INR
T001395,A00321,M0060,2024-12-29 11:12:44,Bill_Payment,3841.48,NetBanking,Pending,INR
T001396,A00324,M0072,2024-10-29 10:24:03,Bill_Payment,10563.0,UPI,Success,INR
T001397,A00384,M0034,2025-04-15 00:27:43,Purchase,1300.82,Card,Success,INR
T001398,A00063,M0016,2024-03-31 10:54:04,Transfer,632.98,UPI,Success,INR
T001399,A00224,M0013,2025-06-13 16:13:11,Transfer,655.26,UPI,Success,INR
T001400,A00225,M0087,2025-10-22 21:32:44,Transfer,831.3,Wallet,Success,INR
T001401,A00369,M0076,2025-12-26 23:42:39,Transfer,1615.45,UPI,Success,INR
T001402,A00346,M0091,2025-10-24 04:11:17,Purchase,746.44,UPI,Success,INR
T001403,A00337,M0022,2024-07-10 16:04:09,Purchase,1020.58,Wallet,Success,INR
T001404,A00103,M0096,2025-07-05 05:27:11,Bill_Payment,463.91,UPI,Success,INR
T001405,A00215,M0027,2024-08-29 14:37:32,Transfer,726.97,UPI,Success,INR
T001406,A00192,M0064,2024-05-17 18:44:06,Purchase,756.73,UPI,Success,INR
T001407,A00160,M0002,2024-12-10 09:18:20,Purchase,1061.97,Card,Pending,INR
T001408,A00372,M0097,2024-06-28 05:31:37,Transfer,295.98,UPI,Success,INR
T001409,A00207,M0026,2025-12-12 16:21:55,Purchase,814.95,Card,Success,INR
T001410,A00269,M0092,2025-05-17 10:22:57,Purchase,904.13,UPI,Success,INR
T001411,A00194,M0083,2024-07-21 21:17:50,Purchase,1295.04,UPI,Success,INR
T001412,A00380,M0069,2025-07-26 07:28:17,Purchase,3861.02,Card,Success,INR
T001413,A00403,M0097,2024-07-10 13:08:00,Purchase,1001.03,UPI,Success,INR
T001414,A00152,M0084,2024-01-05 15:55:20,Transfer,366.67,UPI,Success,INR
T001415,A00237,M0030,2024-08-24 20:09:52,Purchase,1235.05,Card,Success,INR
T001416,A00088,M0008,2025-11-23 18:58:09,Purchase,579.46,ATM,Success,INR
T001417,A00011,M0038,2024-11-06 08:52:21,Transfer,566.11,UPI,Failed,INR
T001418,A00187,M0061,2025-07-02 03:57:14,Withdrawal,840.23,Card,Success,INR
T001419,A00214,M0081,2024-02-25 20:52:52,Purchase,687.11,UPI,Success,INR
T001420,A00015,M0065,2025-03-18 00:56:16,Withdrawal,420.51,NetBanking,Success,INR
T001421,A00266,M0067,2024-08-24 08:33:03,Refund,708.62,Wallet,Success,INR
T001422,A00297,M0046,2024-07-15 11:27:29,Bill_Payment,1652.64,Wallet,Success,INR
T001423,A00411,M0090,2025-08-07 11:57:05,Withdrawal,1137.38,UPI,Success,INR
T001424,A00444,M0095,2025-07-24 04:34:07,Withdrawal,448.8,UPI,Failed,INR
T001425,A00073,M0072,2025-05-28 23:51:05,Purchase,505.53,UPI,Success,INR
T001426,A00052,M0043,2025-03-24 04:38:33,Transfer,1225.29,UPI,Pending,INR
T001427,A00128,M0059,2024-12-25 01:20:58,Transfer,451.03,NetBanking,Success,INR
T001428,A00028,M0046,2025-11-30 14:11:55,Purchase,489.26,UPI,Success,INR
T001429,A00065,M0072,2024-01-30 23:36:48,Transfer,655.95,Card,Success,INR
T001430,A00017,M0035,2024-04-17 16:37:14,Transfer,457.29,Wallet,Success,INR
T001431,A00351,M0039,2025-08-24 22:47:40,Refund,1200.7,UPI,Success,INR
T001432,A00428,M0092,2025-12-17 01:15:39,Purchase,831.38,Card,Success,INR
T001433,A00138,M0051,2025-03-20 17:46:23,Purchase,3880.88,UPI,Success,INR
T001434,A00319,M0004,2025-03-13 05:14:17,Transfer,385.43,UPI,Success,INR
T001435,A00229,M0080,2025-08-28 01:29:24,Purchase,3089.29,UPI,Success,INR
T001436,A00254,M0077,2025-04-01 18:19:45,Transfer,1357.78,UPI,Success,INR
T001437,A00210,M0084,2025-09-06 16:26:09,Purchase,4196.26,UPI,Success,INR
T001438,A00431,M0051,2025-11-28 23:59:26,Transfer,3713.85,Card,Success,INR
T001439,A00294,M0005,2025-11-26 05:51:18,Transfer,746.68,NetBanking,Success,INR
T001440,A00231,M0055,2025-05-09 10:26:14,Purchase,308.59,UPI,Success,INR
T001441,A00241,M0020,2025-11-04 00:14:29,Purchase,960.26,Wallet,Success,INR
T001442,A00070,M0024,2024-09-03 17:23:44,Purchase,185.12,NetBanking,Success,INR
T001443,A00104,M0036,2025-06-26 11:07:55,Purchase,1985.63,NetBanking,Success,INR
T001444,A00204,M0034,2025-07-17 01:00:59,Transfer,1256.91,UPI,Success,INR
T001445,A00053,M0054,2025-08-10 10:06:10,Transfer,639.67,UPI,Success,INR
T001446,A00428,M0034,2025-03-14 16:09:45,Purchase,731.72,NetBanking,Success,INR
T001447,A00375,M0083,2024-10-04 22:12:01,Purchase,437.07,Wallet,Success,INR
T001448,A00330,M0017,2025-07-05 12:09:11,Purchase,1065.5,UPI,Success,INR
T001449,A00054,M0005,2025-09-04 17:25:58,Withdrawal,449.1,NetBanking,Success,INR
T001450,A00276,M0089,2024-04-20 23:34:33,Purchase,1060.61,UPI,Success,INR
T001451,A00335,M0018,2025-01-19 01:25:31,Bill_Payment,1506.87,NetBanking,Success,INR
T001452,A00031,M0055,2024-07-09 00:22:38,Transfer,1968.49,UPI,Success,INR
T001453,A00135,M0053,2025-05-04 15:56:11,Transfer,1637.5,Card,Success,INR
T001454,A00058,M0050,2025-11-24 22:51:47,Withdrawal,838.5,Card,Success,INR
T001455,A00105,M0072,2025-03-01 21:58:59,Bill_Payment,1635.49,UPI,Success,INR
T001456,A00266,M0091,2025-02-08 04:30:46,Bill_Payment,1238.44,UPI,Success,INR
T001457,A00010,M0079,2024-11-30 04:46:56,Transfer,1229.22,Wallet,Success,INR
T001458,A00253,M0045,2024-07-27 11:26:49,Purchase,435.37,Card,Success,INR
T001459,A00295,M0013,2024-01-22 11:56:27,Bill_Payment,356.57,Card,Success,INR
T001460,A00156,M0016,2025-11-08 05:42:57,Purchase,1383.21,Card,Success,INR
T001461,A00158,M0086,2025-09-02 11:45:20,Bill_Payment,1698.85,Wallet,Success,INR
T001462,A00037,M0084,2024-07-26 03:08:21,Transfer,627.06,UPI,Success,INR
T001463,A00119,M0013,2024-01-08 20:50:51,Bill_Payment,3155.22,Wallet,Success,INR
T001464,A00067,M0020,2025-12-02 00:14:51,Bill_Payment,8039.07,UPI,Success,INR
T001465,A00242,M0066,2025-11-17 06:06:12,Purchase,5314.34,UPI,Success,INR
T001466,A00299,M0099,2025-06-12 14:00:57,Transfer,862.66,Card,Success,INR
T001467,A00213,M0047,2025-08-24 15:07:15,Purchase,742.7,ATM,Success,INR
T001468,A00308,M0019,2025-10-14 05:48:52,Purchase,2226.42,UPI,Success,INR
T001469,A00101,M0045,2025-10-18 01:09:52,Purchase,2020.25,UPI,Success,INR
T001470,A00056,M0037,2024-06-14 04:28:48,Purchase,402.69,Card,Success,INR
T001471,A00332,M0054,2025-05-10 06:20:36,Withdrawal,881.84,UPI,Success,INR
T001472,A00324,M0006,2025-08-12 06:53:57,Refund,1989.02,ATM,Success,INR
T001473,A00239,M0014,2025-03-04 06:19:38,Transfer,489.48,Card,Success,INR
T001474,A00393,M0004,2024-06-11 11:58:50,Purchase,561.05,NetBanking,Success,INR
T001475,A00231,M0086,2024-12-31 04:38:28,Bill_Payment,642.7,UPI,Failed,INR
T001476,A00362,M0055,2025-06-09 06:43:52,Bill_Payment,765.61,UPI,Success,INR
T001477,A00381,M0100,2024-08-26 15:54:26,Withdrawal,267.11,Card,Success,INR
T001478,A00092,M0034,2024-03-12 10:56:52,Transfer,2045.97,UPI,Success,INR
T001479,A00279,M0027,2025-03-20 01:19:42,Bill_Payment,566.39,NetBanking,Success,INR
T001480,A00447,M0007,2025-10-16 16:59:56,Purchase,1315.72,UPI,Success,INR
T001481,A00109,M0003,2025-05-23 07:18:35,Bill_Payment,1194.62,UPI,Success,INR
T001482,A00317,M0047,2024-09-25 02:47:32,Bill_Payment,441.18,Wallet,Success,INR
T001483,A00168,M0097,2025-02-18 05:25:21,Bill_Payment,223.73,NetBanking,Failed,INR
T001484,A00300,M0002,2024-09-01 19:17:14,Purchase,1188.23,UPI,Success,INR
T001485,A00408,M0080,2025-11-05 22:59:15,Bill_Payment,740.87,Wallet,Success,INR
T001486,A00435,M0025,2024-02-29 19:21:30,Transfer,1652.33,Card,Success,INR
T001487,A00442,M0060,2024-01-06 09:52:26,Transfer,2277.88,Card,Success,INR
T001488,A00218,M0079,2025-12-09 22:02:25,Bill_Payment,175.06,UPI,Success,INR
T001489,A00222,M0024,2025-07-23 07:12:52,Purchase,890.73,UPI,Success,INR
T001490,A00161,M0015,2025-02-10 21:40:59,Purchase,2800.56,NetBanking,Failed,INR
T001491,A00016,M0095,2024-08-04 17:53:05,Bill_Payment,3997.99,UPI,Failed,INR
T001492,A00278,M0014,2024-01-26 06:07:10,Bill_Payment,210.8,UPI,Success,INR
T001493,A00057,M0054,2024-01-05 11:12:56,Bill_Payment,3092.62,UPI,Success,INR
T001494,A00062,M0078,2025-06-15 23:47:21,Purchase,442.06,UPI,Success,INR
T001495,A00363,M0006,2025-01-24 21:30:00,Withdrawal,2070.08,NetBanking,Success,INR
T001496,A00327,M0078,2025-12-10 21:46:52,Purchase,669.13,UPI,Success,INR
T001497,A00242,M0081,2025-07-24 05:00:55,Withdrawal,2147.41,UPI,Success,INR
T001498,A00090,M0018,2025-03-23 07:04:53,Purchase,791.88,Wallet,Success,INR
T001499,A00072,M0020,2024-05-25 20:47:41,Withdrawal,300.47,Card,Success,INR
T001500,A00326,M0062,2025-01-22 10:12:55,Purchase,649.83,UPI,Success,INR
T001501,A00030,M0081,2024-09-05 14:10:57,Refund,1783.2,Card,Success,INR
T001502,A00359,M0080,2025-06-09 23:51:49,Transfer,749.82,UPI,Success,INR
T001503,A00407,M0040,2025-04-06 10:04:13,Transfer,417.43,UPI,Success,INR
T001504,A00288,M0039,2024-01-13 14:24:44,Purchase,349.24,Card,Success,INR
T001505,A00086,M0052,2025-01-18 21:14:57,Withdrawal,529.31,NetBanking,Failed,INR
T001506,A00234,M0032,2025-07-09 04:55:05,Transfer,525.2,Wallet,Success,INR
T001507,A00235,M0073,2025-02-02 12:24:36,Purchase,1838.64,NetBanking,Success,INR
T001508,A00313,M0027,2024-01-19 21:57:25,Transfer,768.34,Wallet,Pending,INR
T001509,A00365,M0052,2025-07-28 01:58:21,Bill_Payment,838.14,ATM,Success,INR
T001510,A00265,M0097,2025-05-05 17:21:35,Purchase,932.77,NetBanking,Success,INR
T001511,A00287,M0063,2025-02-22 01:19:03,Purchase,1783.07,Wallet,Success,INR
T001512,A00327,M0074,2024-12-02 02:29:11,Transfer,1945.84,Card,Success,INR
T001513,A00393,M0063,2025-02-22 01:56:54,Bill_Payment,682.52,UPI,Success,INR
T001514,A00269,M0017,2025-09-03 10:03:00,Purchase,864.74,UPI,Success,INR
T001515,A00186,M0049,2025-11-05 15:49:37,Bill_Payment,1955.17,UPI,Success,INR
T001516,A00131,M0100,2024-05-01 16:32:14,Bill_Payment,586.26,Wallet,Success,INR
T001517,A00291,M0081,2025-03-07 17:33:29,Purchase,670.01,Card,Success,INR
T001518,A00277,M0082,2024-02-13 11:38:28,Purchase,1951.51,NetBanking,Success,INR
T001519,A00320,M0023,2024-11-12 14:08:38,Withdrawal,654.21,UPI,Success,INR
T001520,A00351,M0098,2025-01-15 02:16:59,Refund,1370.34,Card,Success,INR
T001521,A00180,M0072,2024-05-24 01:59:23,Withdrawal,264.63,UPI,Success,INR
T001522,A00290,M0013,2024-11-22 00:41:10,Purchase,1854.52,Wallet,Success,INR
T001523,A00377,M0023,2024-12-28 04:35:43,Purchase,915.28,Wallet,Success,INR
T001524,A00163,M0057,2024-02-19 05:21:16,Purchase,1581.51,NetBanking,Pending,INR
T001525,A00271,M0062,2024-03-05 10:14:41,Transfer,3003.25,UPI,Success,INR
T001526,A00376,M0054,2024-12-20 21:55:50,Purchase,812.14,UPI,Failed,INR
T001527,A00096,M0020,2024-06-12 02:09:09,Transfer,275.82,UPI,Success,INR
T001528,A00262,M0086,2024-05-20 06:43:02,Purchase,791.8,UPI,Success,INR
T001529,A00365,M0052,2024-05-07 21:30:50,Purchase,3271.85,NetBanking,Success,INR
T001530,A00353,M0023,2025-02-01 22:22:23,Purchase,1277.76,UPI,Success,INR
T001531,A00288,M0035,2025-04-07 05:56:23,Purchase,420.73,Card,Success,INR
T001532,A00436,M0067,2024-07-05 21:49:38,Bill_Payment,921.15,Card,Success,INR
T001533,A00083,M0034,2025-12-20 07:03:32,Purchase,1701.09,UPI,Success,INR
T001534,A00225,M0033,2024-07-08 03:39:41,Transfer,979.52,UPI,Success,INR
T001535,A00412,M0046,2025-01-22 12:28:18,Purchase,955.84,ATM,Success,INR
T001536,A00223,M0081,2025-03-04 16:33:50,Purchase,576.91,UPI,Failed,INR
T001537,A00118,M0045,2024-10-10 00:56:45,Purchase,620.13,NetBanking,Success,INR
T001538,A00192,M0019,2024-08-24 03:01:02,Purchase,1339.72,UPI,Success,INR
T001539,A00079,M0094,2024-07-12 15:11:19,Purchase,1708.25,NetBanking,Success,INR
T001540,A00078,M0087,2024-10-13 07:58:08,Bill_Payment,938.25,UPI,Success,INR
T001541,A00147,M0015,2024-05-15 13:20:17,Purchase,703.06,Card,Success,INR
T001542,A00107,M0078,2024-06-19 03:35:39,Purchase,2166.19,Card,Success,INR
T001543,A00382,M0066,2024-06-07 10:59:45,Bill_Payment,748.96,UPI,Success,INR
T001544,A00271,M0039,2024-07-19 06:22:22,Purchase,1422.8,UPI,Pending,INR
T001545,A00390,M0018,2025-05-01 01:27:52,Withdrawal,1771.74,Wallet,Success,INR
T001546,A00244,M0070,2025-07-10 12:15:34,Purchase,351.54,UPI,Success,INR
T001547,A00073,M0059,2025-08-05 06:44:25,Purchase,1243.59,NetBanking,Failed,INR
T001548,A00357,M0032,2025-05-18 13:23:12,Transfer,96.76,Card,Success,INR
T001549,A00354,M0021,2025-01-05 07:57:48,Refund,1000.11,UPI,Success,INR
T001550,A00422,M0040,2024-04-12 22:39:20,Purchase,1847.43,UPI,Success,INR
T001551,A00026,M0092,2024-05-04 19:14:43,Purchase,1485.09,UPI,Success,INR
T001552,A00210,M0027,2024-11-08 02:34:57,Purchase,2252.97,Card,Success,INR
T001553,A00092,M0002,2025-04-02 17:46:45,Purchase,1503.29,Card,Success,INR
T001554,A00125,M0097,2024-08-17 16:13:54,Bill_Payment,673.1,Wallet,Success,INR
T001555,A00435,M0080,2025-10-19 17:59:09,Purchase,274.43,Card,Success,INR
T001556,A00073,M0039,2024-07-15 00:26:47,Bill_Payment,1214.2,NetBanking,Success,INR
T001557,A00123,M0086,2025-02-26 16:26:23,Purchase,1687.37,UPI,Success,INR
T001558,A00309,M0056,2025-07-25 15:38:25,Bill_Payment,225.47,Card,Success,INR
T001559,A00184,M0013,2025-09-01 07:46:13,Transfer,1577.36,UPI,Success,INR
T001560,A00187,M0056,2024-06-19 06:25:17,Bill_Payment,1186.74,UPI,Pending,INR
T001561,A00198,M0066,2025-01-16 22:46:26,Purchase,789.8,NetBanking,Success,INR
T001562,A00078,M0078,2024-06-21 22:31:11,Withdrawal,1629.1,NetBanking,Success,INR
T001563,A00348,M0056,2025-10-24 02:07:25,Transfer,855.91,UPI,Success,INR
T001564,A00186,M0028,2025-03-28 11:43:58,Transfer,807.93,NetBanking,Success,INR
T001565,A00344,M0064,2024-12-15 19:21:34,Bill_Payment,349.27,UPI,Success,INR
T001566,A00253,M0071,2025-09-25 11:36:13,Transfer,1578.53,Wallet,Success,INR
T001567,A00013,M0082,2025-05-08 04:39:46,Bill_Payment,338.5,UPI,Success,INR
T001568,A00299,M0064,2025-09-11 11:18:13,Purchase,592.48,UPI,Success,INR
T001569,A00076,M0056,2024-01-04 07:22:58,Transfer,1652.78,NetBanking,Success,INR
T001570,A00051,M0041,2024-04-02 12:53:28,Bill_Payment,943.19,Card,Success,INR
T001571,A00275,M0100,2024-01-06 19:21:42,Purchase,5106.0,Card,Success,INR
T001572,A00149,M0041,2024-10-14 23:34:05,Transfer,1869.77,Card,Success,INR
T001573,A00219,M0100,2025-09-09 04:11:16,Refund,2156.42,Wallet,Success,INR
T001574,A00122,M0004,2024-05-25 05:22:57,Purchase,2365.03,Card,Success,INR
T001575,A00211,M0057,2025-02-27 02:34:38,Purchase,882.56,Card,Success,INR
T001576,A00280,M0030,2025-08-30 18:00:08,Purchase,679.49,NetBanking,Success,INR
T001577,A00026,M0088,2025-04-01 09:18:59,Bill_Payment,367.8,Wallet,Success,INR
T001578,A00173,M0084,2024-07-20 03:10:40,Refund,296.42,UPI,Success,INR
T001579,A00156,M0046,2024-07-30 07:17:25,Refund,3079.87,Card,Success,INR
